Hovedinstitution;Institutionsnummer;Institutionsnavn;Enhedsart;Adresse;Postnummer;Postdistrikt;Vejkode;Beliggenhedskommune;Beliggenhedsregion;Geokode: Breddegrad;Geokode: Længdegrad;Institutionsleder;Telefonnummer;E-mail adresse;Webadresse;Institutionstype, nr;Institutionstype, navn;Undervisningsniveau;Ressortministerium;CVR-nummer;P-nummer;Ejerkode, nr;Ejerkode, navn;Administrativ kommune;Aktivkode, nr;Aktivkode, navn;Ajourdato;Oprettelsesmåned;Nedlæggelsesdato
280941;333409;ZBC Slagelse (Selandia);Afdeling (underordnet enhed);Bredahlsgade 1;4200;Slagelse;0188;Slagelse Kommune;Region Sjælland;55.40371621;11.33656232;Glenny Hansen;5578 8888;zbc@zbc.dk;www.zbc.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;10521815;1022992984;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;10/09/2026;200001;
280941;373403;ZBC Næstved (SOSU);Afdeling (underordnet enhed);Handelsskolevej 3;4700;Næstved;0582;Næstved Kommune;Region Sjælland;55.25137083;11.78470399;Glenny Hansen;5578 8888;zbc@zbc.dk;www.zbc.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;10521815;1003401183;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;10/09/2026;199101;
280941;373409;ZBC Næstved;Afdeling (underordnet enhed);Handelsskolevej 3, Holsted;4700;Næstved;0582;Næstved Kommune;Region Sjælland;55.25137083;11.78470399;Glenny Hansen;5578 8888;zbc@zbc.dk;www.zbc.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;10521815;1003401183;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;10/09/2026;188501;
280941;397401;ZBC Vordingborg;Afdeling (underordnet enhed);Chr. Richardtsvej 43;4760;Vordingborg;0221;Vordingborg Kommune;Region Sjælland;55.01536964;11.91551335;Glenny Hansen;5578 8888;zbc@zbc.dk;www.zbc.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;10521815;1003401250;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;10/09/2026;;
280942;280942;Skive College;Hovedskole (institution med enheder);Kongsvingervej 1;7800;Skive;4772;Skive Kommune;Region Midtjylland;56.55592148;9.01814865;Søren Christensen;9914 1414;skivecollege@skivecollege.dk;www.skivecollege.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;37273317;1003402142;4;Selvejende, statslige;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;01/05/2023;201708;
280942;281566;AspIT Midtjylland;Afdeling (underordnet enhed);Arvikavej 2B;7800;Skive;0621;Skive Kommune;Region Midtjylland;56.55438788;9.0226018;Helle Holtemann;3334 4901;hh@skivecollege.dk;aspit.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;37273317;1016247134;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/02/2023;202012;
280942;779401;Skive College, Kongsvingervej;Afdeling (underordnet enhed);Kongsvingervej 1;7800;Skive;4772;Skive Kommune;Region Midtjylland;56.55592148;9.01814865;Søren Christensen;9914 9200;skivecollege@skivecollege.dk;www.skivecollege.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;37273317;1003402142;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;01/05/2023;187101;
280942;779402;Skive College, Arvikavej;Afdeling (underordnet enhed);Arvikavej 2B;7800;Skive;0621;Skive Kommune;Region Midtjylland;56.55438788;9.0226018;Søren Christensen;9914 1414;skivecollege@skivecollege.dk;www.skivecollege.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;37273317;1016247134;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;01/05/2023;188401;
;280945;Samsø Sprogcenter;Institution uden enheder;Tanderupvej 15;8305;Samsø;0810;Samsø Kommune;Region Midtjylland;55.8468345;10.56497715;Jens Oustrup Jensen;3010 5532;aujoj@samsoe.dk;;1052;Sprogcentre;;Børne- og Undervisningsministeriet;23795515;1022009571;2;Kommunale;Samsø Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/03/2023;;
;280946;Skolen på Fårevejle Kirkebo;Institution uden enheder;Fårevejle Kirkevej 1;4540;Fårevejle;0701;Odsherred Kommune;Region Sjælland;55.80356733;11.44227874;Sisse Novrman;7370 7680;mh@faarevejlekirkebo.dk;;3002;Specialundervisningstilbud på børne- og ungehjem;;Børne- og Undervisningsministeriet;37139998;1020793151;6;Selvejende, kommunale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/04/2024;201709;
;280948;Fyrtårnet Stenløse ApS;Institution uden enheder;Skolevej 10;3660;Stenløse;0785;Egedal Kommune;Region Hovedstaden;55.76873246;12.20905774;Morten Pejter Roitmann;8861 0498;stenlose@behandlingsskolerne.dk;www.behandlingsskolerne.dk;3001;Behandlings- og specialundervisningstilbud;;Børne- og Undervisningsministeriet;38454293;1022231703;6;Selvejende, kommunale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/04/2024;201710;
;280950;Hovedstadens Kristne Gymnasium;Institution uden enheder;Jydeholmen 15, 2.;2720;Vanløse;3456;Københavns Kommune;Region Hovedstaden;55.68557958;12.48907346;Kurt West Rønne;4019 3954;kontor@hkgym.dk;www.hkgym.dk;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;38981269;1022902780;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/11/2024;201808;
280951;280951;College360;Hovedskole (institution med enheder);Bredhøjvej 8;8600;Silkeborg;0171;Silkeborg Kommune;Region Midtjylland;56.18885977;9.55516783;Henrik Toft;7536 0360;info@college360.dk;www.college360.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;17611615;1024999978;4;Selvejende, statslige;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;07/08/2020;201710;
280951;743401;College360 - Bredhøjvej 8;Afdeling (underordnet enhed);Bredhøjvej 8;8600;Silkeborg;0171;Silkeborg Kommune;Region Midtjylland;56.18885977;9.55516783;Henrik Toft;7536 0360;info@college360.dk;www.college360.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;17611615;1024999978;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/11/2024;186301;
280951;743402;College360 - Bindslev Plads 1;Afdeling (underordnet enhed);Bindslevs Plads 1 postbox 34;8600;Silkeborg;0102;Silkeborg Kommune;Region Midtjylland;56.16620485;9.54907194;Henrik Toft;7536 0360;info@college360.dk;www.college360.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;17611615;1023111124;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;18/09/2019;189201;
;280952;Science Talenter;Institution uden enheder;Akademigrunden 18;4180;Sorø;0010;Sorø Kommune;Region Sjælland;55.42980829;11.55961233;Dorte Salomonsen;5786 5798;dls@astra.dk;www.sciencetalenter.dk;1083;Centre for offentlig kompetenceudvikling;;Børne- og Undervisningsministeriet;32509444;1021868813;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;23/11/2020;201711;
;280954;Rudolf Steiner Skolen Kvistgård;Institution uden enheder;Kvistgård Stationsv 2A;3490;Kvistgård;4682;Helsingør Kommune;Region Hovedstaden;55.99158893;12.50585358;Anette Jørnung;4913 9687;kontor@steinerskolen-kvistgaard.dk;steinerskolen-kvistgaard.dk/steiner-hf;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;84671916;1002700951;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;17/12/2025;201808;
;280955;Vidar Skolen, Rudolf Steiner skolen i Gentofte (HF);Institution uden enheder;Brogårdsvej 61;2820;Gentofte;0087;Gentofte Kommune;Region Hovedstaden;55.75378146;12.53183973;Mette Huld Jakobsen;3965 7118;kontor@vidarskolen.dk;www.vidarskolen.dk;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;10924510;1000153915;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;23/01/2025;201808;
;280956;Rudolf Steiner-Skolen i Aarhus;Institution uden enheder;Strandvejen 102;8000;Aarhus C;8055;Aarhus Kommune;Region Midtjylland;56.13588576;10.20784564;Jens Noe;8614 0900;kontor@rssaarhus.dk;steinerskolen-aarhus.dk;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;45942619;1003247963;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;16/04/2026;201808;
;280958;Michael Skolen (HF);Institution uden enheder;Stokholtbuen 25;2730;Herlev;0663;Ballerup Kommune;Region Hovedstaden;55.73590768;12.40593961;Jacob Klevin Nielsen;4484 9898;mail@michaelskolen.dk;michaelskolen.dk;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;58333816;1002078849;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;29/04/2026;201808;
;280971;Fonden Kadetten;Institution uden enheder;Kronborg 10A;3000;Helsingør;4633;Helsingør Kommune;Region Hovedstaden;56.03869452;12.61970478;Karina Jersholm;4290 1011;info@kadetten.dk;www.kadetten.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;38827243;1022714356;6;Selvejende, kommunale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;18/10/2022;201711;
280974;280974;Folkekirkens Uddannelses- og Videnscenter;Hovedskole (institution med enheder);Kirke alle 2;6240;Løgumkloster;0780;Tønder Kommune;Region Syddanmark;55.05772364;8.95051401;Hans Vium Mikkelsen;5858 3000;fuv@km.dk;www.fkuv.dk;1123;Øvrige videregående;;Øvrige ministerier;25961838;1001107509;1;Statslige;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;02/10/2020;201712;
280974;280973;Pastoralseminariet i København, FKUV;Afdeling (underordnet enhed);Farvergade 27F, 2.;1463;København K;1728;Københavns Kommune;Region Hovedstaden;55.67551135;12.57240805;Hans Vium Mikkelsen;5858 3000;fuv@km.dk;www.fkuv.dk;1123;Øvrige videregående;;Øvrige ministerier;25961838;1000587421;1;Statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/10/2020;201712;
280974;281523;Folkekirkens Uddannelses- og Videnscenter, Løgumkloster;Afdeling (underordnet enhed);Kirkealle 2;6240;Løgumkloster;0780;Tønder Kommune;Region Syddanmark;55.05772364;8.95051401;Hans Vium Mikkelsen;5858 3000;fuv@km.dk;www.fkuv.dk;1123;Øvrige videregående;;Øvrige ministerier;25961838;1001107509;1;Statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/02/2022;202009;
280974;281524;Pastoralseminariet i Aarhus, FKUV;Afdeling (underordnet enhed);Skt. Marcus Kirkeplads 1, 1.;8000;Aarhus C;7441;Aarhus Kommune;Region Midtjylland;56.16095861;10.19780669;Hans Vium Mikkelsen;5858 3000;fuv@km.dk;www.fkuv.dk;1123;Øvrige videregående;;Øvrige ministerier;25961838;1000977086;1;Statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/02/2022;202009;
;280975;DOF Lillebælt Oplysnings Forbund;Institution uden enheder;Rugårdsvej 226;5464;Brenderup Fyn;0973;Middelfart Kommune;Region Syddanmark;55.48920767;9.96712022;Børge Jensen;7022 2109;info@aftenskolerne.dk;doflillebaelt.dk;1051;Specialskoler for voksne;;Børne- og Undervisningsministeriet;22023586;1006379014;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;13/08/2018;201712;
;280978;STU Nyruphus;Institution uden enheder;Højvangen 11;3060;Espergærde;3770;Helsingør Kommune;Region Hovedstaden;55.99264636;12.53058861;Michael Merle;4928 4848;mail@cabas.dk;www.cabas.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;64502018;1003275150;2;Kommunale;Helsingør Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/08/2026;;
;280981;A2B Sprog Hobro;Institution uden enheder;Adelgade 4;9500;Hobro;0011;Mariagerfjord Kommune;Region Nordjylland;56.64067223;9.79399593;Anna Ejby Jørgensen;2761 1647;ajor@a2b.dk;www.a2b.dk;1052;Sprogcentre;;Udlændinge- og Integrationsministeriet;26017297;1023163728;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;26/01/2021;201801;
;280983;A2B SDU Sønderborg;Institution uden enheder;Alsion 2;6400;Sønderborg;0028;Sønderborg Kommune;Region Syddanmark;54.9130415;9.77896211;Charlotte Strømvig;2761 1666;cgs@a2b.dk;www.a2b.dk;1052;Sprogcentre;;Udlændinge- og Integrationsministeriet;26017297;1023168029;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;19/06/2024;201712;
;280986;STUdie ved Fjorden;Institution uden enheder;Trudsøvej 3-5;7600;Struer;0343;Struer Kommune;Region Midtjylland;56.47723888;8.58722453;Gitte Lykke Clausen;2240 7481;glc@struer.dk;;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;29189951;1015383042;2;Kommunale;Struer Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/04/2026;201801;
;280988;Job & Uddannelse Erhvervsskolen af 2017 ApS;Institution uden enheder;Stationsvej 5;3460;Birkerød;0587;Rudersdal Kommune;Region Hovedstaden;55.8406408;12.42373108;Mads Ulrik Molbech;0000 0000;mmolbech@gmail.com;;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;38522809;1022309850;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;23/02/2018;201802;
;280990;Lille Skole for Voksne, Nordjylland;Institution uden enheder;Bispensgade 7A;9000;Aalborg;0569;Aalborg Kommune;Region Nordjylland;57.04933057;9.9205519;Anita Weje;9813 8066;kontor@sindskole.dk;;1021;Daghøjskoler;;Børne- og Undervisningsministeriet;26839483;1009400709;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/05/2023;201803;
280991;280991;Ribe Katedralskole;Hovedskole (institution med enheder);Puggaardsgade 22;6760;Ribe;0724;Esbjerg Kommune;Region Syddanmark;55.32641116;8.76044191;Kristian Bennike;7542 0266;rk@ribekatedralskole.dk;www.ribekatedralskole.dk;1061;Gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;29556296;1003328555;4;Selvejende, statslige;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;29/11/2021;199301;
280991;571019;Ribe Katedralskole, HF/HHX/HTX/STX;Afdeling (underordnet enhed);Puggaardsgade 22;6760;Ribe;0724;Esbjerg Kommune;Region Syddanmark;55.32641116;8.76044191;Kristian Bennike;7542 0266;rk@ribekatedralskole.dk;www.ribekatedralskole.dk;1061;Gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;29556296;1003328555;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/02/2023;200701;
280991;571401;Ribe Katedralskole, EUD/EUX;Afdeling (underordnet enhed);Puggaardsgade 22;6760;Ribe;0724;Esbjerg Kommune;Region Syddanmark;55.32641116;8.76044191;Kristian Bennike;7688 2100;rk@ribekatedralskole.dk;www.ribekatedralskole.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;29556296;1003328555;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/02/2023;190808;
;280992;Roskilde Festival Højskole;Institution uden enheder;Basgangen 20;4000;Roskilde;6162;Roskilde Kommune;Region Sjælland;55.62759904;12.08250513;Hans Christian Nielsen;3132 5321;kontakt@rofh.dk;rofh.dk;1022;Folkehøjskoler;;Kulturministeriet;38948210;1022858714;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;06/01/2020;201804;
;280996;STU Syddjurs;Institution uden enheder;Kirkevej 13A;8544;Mørke;0967;Syddjurs Kommune;Region Midtjylland;56.33406707;10.37629655;Troels Grønhøj Jensen;8753 5250;trgj@syddjurs.dk;www.syddjurs.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;29189978;1016399139;2;Kommunale;Syddjurs Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/01/2025;201805;
;280999;Sygehus Sønderjylland, sprogcenter for udenlandske læger;Institution uden enheder;Kresten Philipsens Vej 15;6200;Aabenraa;0103;Aabenraa Kommune;Region Syddanmark;55.06151118;9.37911415;Kim Brunthaler Mortensen;7997 6803;kbm@aabenraa.dk;sygehussonderjylland.dk;1052;Sprogcentre;;Udlændinge- og Integrationsministeriet;29189854;1020220860;7;Regionale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/05/2018;201805;
;281001;Asylsyd, asylskole;Institution uden enheder;Åvedvej 5;6240;Løgumkloster;2052;Tønder Kommune;Region Syddanmark;55.05930256;8.94431237;Jakob Kirkegaard;7492 8115;jk6@toender.dk;www.asylsyd.dk;1019;Særlige tilbud for børn og unge fra Ukraine iht. særloven;10;Børne- og Undervisningsministeriet;29189781;1021446099;2;Kommunale;Tønder Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;23/07/2019;201805;
;281002;Sæby Friskole;Institution uden enheder;Frederikshavnsvej 20;9300;Sæby;1769;Frederikshavn Kommune;Region Nordjylland;57.33947073;10.51995223;Helle Krogsgaard;4042 2018;info@saebyfriskole.dk;saebyfriskole.dk;1013;Friskoler og private grundskoler;7;Børne- og Undervisningsministeriet;39285479;1023507508;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/09/2023;201808;
;281003;Den Frie Fakkel;Institution uden enheder;Richard Mortensens Vej  61;2300;København S;5833;Københavns Kommune;Region Hovedstaden;55.61839406;12.57171464;Mark Windslow;2396 4001;info@denfriefakkel.dk;denfriefakkel.dk;1013;Friskoler og private grundskoler;8;Børne- og Undervisningsministeriet;39425823;1023471104;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;04/08/2025;201808;
;281004;Friskolen på Røsnæs;Institution uden enheder;Røsnæsvej 304;4400;Kalundborg;1438;Kalundborg Kommune;Region Sjælland;55.7338072;10.96277631;Jonas Vad;5956 0099;kontor@friskolenpaaroesnaes.dk;friskolenpaaroenaes.dk;1013;Friskoler og private grundskoler;7;Børne- og Undervisningsministeriet;38799819;1022714569;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;29/09/2022;201808;
281007;281007;Ressourcecenter Aalborg;Hovedskole (institution med enheder);Skjernvej 7;9220;Aalborg Øst;7290;Aalborg Kommune;Region Nordjylland;57.02882422;9.97297491;Finn Karstenskov;9982 3000;RCA-aalborg@aalborg.dk;rca.aalborg.dk;1053;Voksenuddannelsescentre;;Børne- og Undervisningsministeriet;29189420;1006571535;2;Kommunale;Aalborg Kommune;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;12/11/2024;201806;
281007;282027;STU College, RessourceCenter Aalborg;Afdeling (underordnet enhed);Tarmvej 7;9220;Aalborg Øst;8325;Aalborg Kommune;Region Nordjylland;57.02703783;9.97248014;Finn Karstenskov;9982 3000;rca-aalborg@aalborg.dk;;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;29189420;1025480526;2;Kommunale;Aalborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;17/12/2024;202411;
;281008;Enghaven STU;Institution uden enheder;Egebjergvej 100;8700;Horsens;1686;Horsens Kommune;Region Midtjylland;55.89390969;9.84251393;Lone Lundsgård;2041 9078;okerkr@ok-fonden.dk;www.ok-enghaven.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;14268235;1023122959;6;Selvejende, kommunale;Horsens Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;26/06/2018;201806;
281009;281009;Herningsholm Erhvervsskole og Gymnasier;Hovedskole (institution med enheder);Lillelundvej 21;7400;Herning;4645;Herning Kommune;Region Midtjylland;56.14888855;8.98676133;Allan Andreasen Kortnum;7213 4500;mail@herningsholm.dk;www.herningsholm.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;17783092;1003401730;4;Selvejende, statslige;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;13/10/2022;201806;
281009;281082;Herningsholm Erhvervsskole & Gymnasier, 10. klasse;Afdeling (underordnet enhed);Lillelundvej 21;7400;Herning;4645;Herning Kommune;Region Midtjylland;56.14888855;8.98676133;Allan Andreasen Kortnum;7213 4500;mail@herningsholm.dk;www.herningsholm.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;17783092;1003401730;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;27/10/2022;;
281009;657303;Herningsholm Landbrugsskole;Afdeling (underordnet enhed);Lillelundvej 21;7400;Herning;4645;Herning Kommune;Region Midtjylland;56.14888663;8.98685482;Tina Boel Christensen van Ingen;7213 4500;mail@herningsholm.dk;www.herningsholmlandbrugsskole.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;66799158;1002238730;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;06/02/2026;193811;
281009;657401;Herningsholm Erhvervsskole og Gymnasier;Afdeling (underordnet enhed);Lillelundvej 21;7400;Herning;4645;Herning Kommune;Region Midtjylland;56.14888855;8.98676133;Allan Andreasen Kortnum;7213 4500;mail@herningsholm.dk;www.herningsholm.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;17783092;1003401730;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;27/10/2022;187601;
281009;657402;Herningsholm Erhvervsgymnasium, HTX Herning;Afdeling (underordnet enhed);Lillelundvej 21;7400;Herning;4645;Herning Kommune;Region Midtjylland;56.14888855;8.98676133;Allan Andreasen Kortnum;7213 4500;mail@herningsholm.dk;www.herningsholm.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;17783092;1003401730;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;27/10/2022;;
281009;657415;Herningsholm Gymnasium, HHX og HTX Herning;Afdeling (underordnet enhed);Lillelundvej 21 Bygning 1;7400;Herning;4645;Herning Kommune;Region Midtjylland;56.14888855;8.98676133;Allan Andreasen Kortnum;7213 4500;mail@herningsholm.dk;www.herningsholm.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;17783092;1003401730;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;16/11/2022;200501;
